start,end,today,diviceid,titre_entretien,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
2019-11-14T10:21:14.497+01,2019-11-15T12:52:36.930+01,11/14/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo: site Mboki,haut_mbomou,obo,mboki,mboki,,evaluation_ki,idp,visite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,3_dernier_mois,oui,haut_mbomou,zemio,conflits_communautaire,,securite,,,non,,,,,,non,,,,,,,,non,pas_distribution_alim,,aliment_moins_chers restrictions_adultes diminution_nb_repas,1,0,0,1,1,0,0,0,0,,strategie_survie_1 strategie_survie_3,1,0,1,0,0,0,0,0,0,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,jtt_agricole,,dix_trente,oui,,,oui,grand,non,non,,diarrhee,,palu,,conflit_arme,,oui,centre_sante,,,oui,centre_sante,,inf_heure,insuffisant,medicament_indispo,,non,,oui,non,non,violence_sexuelle,,pillage_criminalite,,violence_sexuelle,,pillage_criminalite,,non,,,fragile,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,oui,non,non,oui,non,non,,non,non,non,oui,oui,oui,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,oui,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,finances,,oui,,chef_communaute,,non,non,,education,eha,protection,,non,,oui,,,,,,,74458623,37072164-b1a2-4c06-b30a-5849064e836d,2019-11-15T11:53:29,,11
2019-11-15T07:51:39.561+01,2019-11-15T12:47:39.950+01,11/15/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo: nairobi3,haut_mbomou,bambouti,lili,bambouti,,evaluation_ki,idp,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,dernier_mois,oui,haut_mbomou,bambouti,conflits_communautaire,,securite,,,non,,,,,,oui,6_dernier_mois,oui,sud_soudan,,mauvaises_conditions_vie,,,non,secu,,aliment_moins_chers diminution_quantites restrictions_adultes,1,1,0,1,0,0,0,0,0,,strategie_survie_7 strategie_survie_10,0,0,0,0,0,1,0,0,1,0,0,0,,non,,,non,,oui,oui,non,non,,minorite,agriculture,,dix_trente,oui,,,oui,grand,nsp,non,,palu,,palu,,maladie,,oui,maison,,maternite_non_fonctionnelle,non,,,,pas_suffisant,destruction_combat,,non,,non,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,violence_sexuelle,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,non,oui,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,non,insuffisant,distance,,,latrine_non_acceptable,,non,non,,non,destruction_combat,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,autre,Manque d'infrastructures scolaire ,non,,chef_communaute,,non,non,,sante,education,subsistance,,oui,Anhiri Philomène 72224917 obo(Naerobi2),oui,,,,,,,74458649,a7f8a608-74d1-416c-9f10-89155d0572e5,2019-11-15T11:53:37,,12
2019-11-14T11:04:27.143+01,2019-11-15T13:11:44.556+01,11/14/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo: site Mboki,haut_mbomou,obo,mboki,nzango_2,,evaluation_ki,idp,visite_localite,,,,oui,,non,,,,non,oui,minorite,dernier_mois,oui,haut_mbomou,obo,conflits_armes,,acces_abris,,,non,,,,,,non,,,,,,,,non,destruction_combat,,aliment_moins_chers diminution_quantites diminution_nb_repas,1,1,0,0,1,0,0,0,0,,strategie_survie_1 strategie_survie_2 strategie_survie_3 strategie_survie_4 strategie_survie_6,1,1,1,1,1,0,0,0,0,0,0,0,,oui,oui,oui,oui,,non,non,non,non,,minorite,peche_chasse,,dix_trente,non,insecurite,,oui,petit,non,non,,fievre,,palu,,conflit_arme,,non,centre_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,oui,oui,non,mariage_force,,harcelement,,meurtre_blessure_different_group,,harcelement,,oui,mariage,,neutre,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,urgence,,,oui,non,oui,oui,non,oui,oui,non,non,,oui,non,oui,oui,non,non,non,oui,oui,non,,source_amenagee,,forage,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,oui,,,plus_moitie,moins_moitie,plus_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,protection,sante,,non,,oui,,,,,,,74470202,371e1a9e-951d-4659-89b1-45571cee61fb,2019-11-15T13:47:15,,13
2019-11-13T14:52:08.884+01,2019-11-15T14:52:10.598+01,11/13/2019,3.56676E+14,,haut_mbomou,obo,obo,Mboki,haut_mbomou,obo,mboki,mboki,,evaluation_ki,idp,visite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,haut_mbomou,obo,,non,,,,,baisse_assistance,,,non,prix_eleves,,aliment_moins_chers diminution_quantites restrictions_adultes diminution_nb_repas,1,1,0,1,1,0,0,0,0,,strategie_survie_1 strategie_survie_4 strategie_survie_6 strategie_survie_10 strategie_survie_11,1,0,0,1,1,0,0,0,1,1,0,0,,oui,non,oui,oui,,oui,oui,non,non,,sup_moitie,agriculture,,trente_cinquante,non,insecurite,,oui,grand,oui,non,,diarrhee,,palu,,conflit_arme,,oui,centre_sante,,,oui,centre_sante,,inf_trente_min,insuffisant,medicament_indispo,,non,,non,non,non,harcelement,,kidnapping_travail_force,,travail_force,,recrutement_force,,non,,,fragile,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,oui,oui,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,oui,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,secal,education,,oui,Gildas  Z +23675323349  site Mboki,oui,,,,,,,74470608,450b12e1-2e52-4a40-b3c1-1f983a74cb5f,2019-11-15T13:52:34,,14
2019-11-14T08:45:50.358+01,2019-11-15T14:57:20.389+01,11/14/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo,haut_mbomou,obo,mboki,sodi,,evaluation_ki,idp,visite_localite,,,,oui,,oui,3_dernier_mois,conflits_armes,,oui,oui,minorite,dernier_mois,oui,haut_mbomou,obo,conflits_communautaire,,acces_service,,,oui,dernier_mois,oui,haut_mbomou,obo,,non,,,,,meilleure_secu,,,non,destruction_combat,,diminution_quantites emprunter_argent_nourriture diminution_nb_repas,0,1,1,0,1,0,0,0,0,,strategie_survie_1 strategie_survie_2 strategie_survie_6,1,1,0,0,1,0,0,0,0,0,0,0,,non,,,oui,,non,non,non,non,,minorite,agriculture,,dix_trente,oui,,,oui,petit,non,non,,diarrhee,,palu,,accouchement,,oui,maison,,maternite_non_fonctionnelle,oui,centre_sante,,inf_trente_min,insuffisant,destruction_catastrophe_naturelle,,non,,oui,oui,non,vol_betail,,harcelement,,mariage_force,,pillage_criminalite,,non,,,neutre,comite_protection,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,non,non,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,non,destruction_combat,,plus_moitie,moins_moitie,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,secal,subsistance,eha,,oui,Yvon.M,oui,,,,,,,74471055,3fe57b93-57ee-4662-a523-67cd7d98a280,2019-11-15T13:57:38,,15
2019-11-14T08:45:54.723+01,2019-11-15T08:01:06.376+01,11/14/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo,haut_mbomou,obo,mboki,sodi,,evaluation_ki,idp,visite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,dernier_mois,oui,haut_mbomou,obo,conflits_communautaire,,securite,,,oui,dernier_mois,oui,haut_mbomou,obo,,non,,,,,assistance_humanitaire,,,non,pas_distribution_alim,,aliment_moins_chers diminution_quantites restrictions_adultes diminution_nb_repas,1,1,0,1,1,0,0,0,0,,strategie_survie_2 strategie_survie_3 strategie_survie_4,0,1,1,1,0,0,0,0,0,0,0,0,,oui,oui,oui,oui,,oui,oui,non,non,,minorite,agriculture,,dix_trente,oui,,,oui,grand,non,non,,diarrhee,,palu,,maladie,,oui,poste_sante,,,oui,poste_sante,,inf_demie_journee,insuffisant,medicament_indispo,,oui,,non,non,non,mariage_force,,harcelement,,harcelement,,harcelement,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,oui,oui,non,non,non,,oui,oui,oui,oui,oui,oui,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,non,destruction_combat,,moins_moitie,plus_moitie,plus_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,secal,subsistance,,oui,Mathieu 75058843,non,,,,,,,74783151,9bb30da2-2927-4fd6-9c20-0272be198659,2019-11-18T15:27:57,,16
2019-11-18T08:28:17.110+01,2019-11-18T16:08:57.638+01,11/18/2019,3.56676E+14,,haut_mbomou,obo,obo,Obo site mboki,haut_mbomou,obo,mboki,mboki,,evaluation_ki,idp,habite_localite,,,,oui,,non,,,,non,oui,minorite,6_dernier_mois,oui,haut_mbomou,zemio,conflits_armes,,securite,,,oui,6_dernier_mois,oui,haut_mbomou,obo,,oui,6_dernier_mois,oui,rdc,,baisse_assistance,,,non,secu,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,oui,non,non,non,,oui,non,oui,non,,minorite,agriculture,,dix_trente,oui,,,oui,grand,non,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,centre_sante,,inf_demie_journee,insuffisant,medicament_indispo,,non,,non,non,oui,violence_sexuelle,,pillage_criminalite,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,oui,oui,non,non,,oui,oui,non,non,oui,oui,non,non,oui,non,,forage,,forage,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,oui,,,plus_moitie,moins_moitie,plus_moitie,moins_moitie,finances,,non,,chef_communaute,,non,oui,,secal,sante,education,,oui,"Mbolifoumba Donatien, président site Mboki a Obo",oui,,,,,,,74783268,7afea66a-2cbc-46fb-a529-bb67bb6b2b54,2019-11-18T15:28:29,,17
2019-11-15T11:10:36.981+01,2019-11-15T11:48:39.997+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,zai,,evaluation_ki,hote,habite_localite,,,,oui,,oui,dernier_mois,conflits_armes,,oui,non,minorite,dernier_mois,oui,ouham_pende,bocaranga,autre,Menance des 3R,nsp,,,non,,,,,,non,,,,,,,,non,autre,La maladie qui détruisent les manioc s,diminution_quantites emprunter_argent_nourriture diminution_nb_repas,0,1,1,0,1,0,0,0,0,,strategie_survie_1 strategie_survie_2 strategie_survie_4,1,1,0,1,0,0,0,0,0,0,0,0,,oui,oui,non,non,,oui,oui,non,non,,sup_moitie,agriculture,,inf_dix,oui,,,non,,,non,,palu,,palu,,maladie,,oui,maison,,acces_pas_sur,oui,centre_sante,,inf_demie_journee,pas_suffisant,distance_infra,,non,,non,non,non,autre,Parfois les 3R viennent juste derrière le village.,mariage_force,,harcelement,,travail_force,,non,,,fragile,admin_legale,,non,,habitat_long_terme,,urgence,,batiment_abandonné,,,oui,non,non,non,non,non,oui,non,non,,oui,oui,non,oui,oui,oui,non,non,non,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,finances,,oui,,humanitaire_ong_int,,non,non,,education,sante,abris,,oui,Bardé Albert demeurant a Zaï,oui,,,,,,,75140232,6ae9177f-2e0e-4795-92bd-0f588e86a24a,2019-11-21T07:13:30,,18
2019-11-15T11:00:19.903+01,2019-11-15T12:57:25.040+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,maikolo_2,,evaluation_presentielle,idp,habite_localite,,,,oui,,non,,,,oui,oui,majorite,dernier_mois,oui,ouham_pende,bocaranga,conflits_communautaire,,securite,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,famille,,,non,destruction_combat,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_2,1,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,non,non,non,,majorite,agriculture,,dix_trente,oui,,,non,,,non,,palu,,palu,,maladie,,oui,maison,,maternite_non_fonctionnelle,oui,poste_sante,,demie_journee,insuffisant,destruction_combat,,non,,non,non,non,mariage_force,,mariage_force,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,comite_protection,,non,,urgence,,urgence,,urgence,,,non,non,non,non,oui,non,oui,non,oui,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,inf_trente_min,oui,insuffisant,distance,,,defecation_air_libre,,non,non,,oui,,,plus_moitie,majorite,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,eha,education,,non,,oui,,,,,,,75140239,03f4cdaa-faff-401d-baf4-62c22295dc63,2019-11-21T07:13:36,,19
2019-11-15T11:23:30.195+01,2019-11-15T12:01:06.296+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,kolo kobe,,evaluation_presentielle,hote,habite_localite,,,,oui,,non,,,,non,oui,inf_moitie,nsp,non,,,nsp,,securite,,,non,,,,,,non,,,,,,,,oui,,,nsp,0,0,0,0,0,0,0,0,1,,strategie_survie_nsp_nspr,0,0,0,0,0,0,0,0,0,0,0,1,,oui,oui,non,non,,oui,oui,non,non,,inf_moitie,agriculture,,dix_trente,oui,,,non,,,non,,palu,,diarrhee,,animal,,non,poste_sante,,,oui,poste_sante,,inf_heure,pas_suffisant,medicament_indispo,,non,,non,non,oui,mariage_force,,violence_sexuelle,,harcelement,,separation_familiale,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,non,oui,non,non,,oui,oui,oui,oui,non,non,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,pas_suffisant,qualite_eau,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,presque_aucun,presque_aucun,enfant_pas_interesse,,oui,,chef_communaute,,non,non,,sante,eha,education,,oui,Tagaî Norbert 75394195,oui,,,,,,,75140256,7bc0c717-62be-4d57-bf0d-02e85716b343,2019-11-21T07:13:47,,20
2019-11-15T11:22:23.669+01,2019-11-15T11:56:41.362+01,11/15/2019,3.59667E+14,,ouham_pende,bocaranga,bocaranga,Bohong ,ouham_pende,bocaranga,bocaranga,tomboro,,evaluation_ki,hote,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_armes,,non,oui,minorite,3_dernier_mois,oui,ouham_pende,koui,conflits_armes,,famille,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,non,,,,,nsp,,,non,secu,,aliment_moins_chers diminution_nb_repas,1,0,0,0,1,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,oui,non,oui,non,,oui,oui,non,non,,majorite,agriculture,,cinquante_cent,oui,,,oui,petit,oui,non,,autre,La Galles ,rougeole,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,juste_assez,,,non,,non,non,oui,mariage_force,,autre,Abandonné l'école trop jeune ,separation_familiale,,aucun,,oui,avec_autre_famille,,bonne,comite_protection,,oui,,habitat_long_terme,,nsp,,nsp,,,nsp,non,non,oui,non,non,non,non,non,,oui,oui,non,oui,non,non,non,nsp,oui,non,,source_amenagee,,source_amenagee,,inf_quinze_min,non,insuffisant,insuffisance_recipient,,,latrine_non_acceptable,,non,non,,oui,,,majorite,plus_moitie,majorite,plus_moitie,finances,,non,,humanitaire_ong_int,,oui,non,,education,sante,subsistance,,oui,Keller jeanno Alfred  ,oui,,,,,,,75140295,d164fe7a-cc1d-4199-895b-ffa853c52c86,2019-11-21T07:14:23,,21
2019-11-15T11:53:12.345+01,2019-11-15T12:23:48.310+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,gouni,,evaluation_ki,hote,habite_localite,,,,oui,,non,,,,oui,oui,minorite,dernier_mois,oui,nana_mambere,bouar,conflits_armes,,securite,,,non,,,,,,non,,,,,,,,non,secu,,aliment_moins_chers restrictions_adultes diminution_nb_repas,1,0,0,1,1,0,0,0,0,,strategie_survie_1 strategie_survie_2 strategie_survie_4,1,1,0,1,0,0,0,0,0,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,diarrhee,,nsp,,non,centre_sante,,,oui,centre_sante,,demie_journee,pas_suffisant,existence_infra,,non,,non,oui,non,nsp,,travail_force,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,admin_legale,,non,,habitat_long_terme,,urgence,,nsp,,,oui,non,non,non,oui,non,oui,non,non,,non,oui,oui,oui,oui,oui,non,non,oui,non,,riviere,,riviere,,inf_trente_min,oui,insuffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,prix_transport,,non,,humanitaire_ong_int,,non,non,,education,sante,eha,,oui,Yabona Alexis demeurant à GONI,non,,,,,,,75140306,cbd9adfa-b517-40af-9929-5e37b0c35aed,2019-11-21T07:14:27,,22
2019-11-15T12:11:11.352+01,2019-11-15T13:06:58.871+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,maikolo_2,,evaluation_presentielle,idp,habite_localite,,,,oui,,oui,dernier_mois,conflits_communautaire,,oui,oui,majorite,dernier_mois,oui,ouham_pende,bocaranga,conflits_communautaire,,securite,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,famille,,,non,destruction_combat,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_2,1,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,non,,,non,,palu,,palu,,nsp,,non,maison,,maternite_non_fonctionnelle,non,,,,pas_suffisant,destruction_combat,,non,,non,oui,oui,mariage_force,,mariage_force,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,comite_protection,,non,,urgence,,urgence,,urgence,,,non,non,non,non,oui,non,oui,non,non,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,sup_trente_min,non,insuffisant,distance,,,defecation_air_libre,,non,non,,oui,,,majorite,majorite,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,eha,subsistance,,non,,oui,,,,,,,75140312,cf274828-8bca-4a6a-888b-d10468923235,2019-11-21T07:14:31,,23
2019-11-15T12:27:16.597+01,2019-11-15T13:04:14.183+01,11/15/2019,3.56676E+14,,ouham_pende,bocaranga,bocaranga,Bohong,ouham_pende,bocaranga,bocaranga,bohong,,evaluation_presentielle,hote,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,3_dernier_mois,oui,ouham_pende,bocaranga,conflits_communautaire,,securite,,,oui,3_dernier_mois,oui,ouham_pende,bocaranga,,oui,3_dernier_mois,oui,camroun,,famille,,,oui,,,nsp,0,0,0,0,0,0,0,0,1,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,oui,non,oui,non,,oui,oui,non,non,,inf_moitie,agriculture,,dix_trente,oui,,,oui,petit,oui,non,,autre,Anémie,diarrhee,,maladie,,non,centre_sante,,,oui,hopital,,inf_trente_min,pas_suffisant,ressource_financiere,,oui,,non,non,oui,aucun,,aucun,,aucun,,aucun,,oui,avec_autre_famille,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,oui,oui,non,non,,oui,oui,oui,oui,non,non,non,oui,oui,non,,source_amenagee,,forage,,inf_quinze_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_zone_precis,,oui,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,moins_moitie,finances,,oui,,chef_communaute,,non,oui,,sante,eha,secal,,oui,Youl eudeh 7543 85 14,oui,,,,,,,75140325,b9497f44-fd35-4e11-bbea-248f2df17c8d,2019-11-21T07:14:42,,24
2019-11-18T16:08:51.640+01,2019-11-18T16:44:27.186+01,11/18/2019,3.56676E+14,,ouham_pende,koui,koui,Gbossarou,ouham_pende,koui,koui,mboussarou,,evaluation_presentielle,idp,habite_localite,,,,oui,,oui,dernier_mois,conflits_armes,,oui,oui,minorite,dernier_mois,oui,ouham_pende,koui,conflits_armes,,securite,,,oui,dernier_mois,oui,ouham_pende,koui,,oui,dernier_mois,oui,camroun,,famille,,,non,destruction_betail,,aliment_moins_chers diminution_quantites diminution_nb_repas,1,1,0,0,1,0,0,0,0,,strategie_survie_1 strategie_survie_2 strategie_survie_3,1,1,1,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,palu,,animal,,oui,poste_sante,,,oui,centre_sante,,inf_demie_journee,insuffisant,existence_infra,,non,,non,non,non,mariage_force,,mariage_force,,aucun,,pillage_criminalite,,oui,etudes,,bonne,comite_protection,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,non,oui,non,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_cinq_min,non,insuffisant,indispo_marche,,,defecation_air_libre_cours_eau,,non,non,,oui,,,plus_moitie,plus_moitie,presque_aucun,moins_moitie,finances,,oui,,chef_communaute,,non,non,,abris,eha,nfi,,oui,Yandamandji Ruth,oui,,,,,,,75140361,d084c175-f3e0-4586-bfa8-17063f4237b0,2019-11-21T07:15:13,,25
